ID,Text Sample,Length,Word Count,Average Word Length,Vowel Count,Consonant Count,Unique Words,Stop Words Count,Special Characters,Digit Count,Punctuation Count,Uppercase Count,Lowercase Count,Has Accents,Has Diacritics,Character Diversity,Language Family,Script Type,Language
18108,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Austroasiatic,Latin,Vietnamese
18109,"hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Low,Altaic,Devanagari,English
18110,"HOLA, ¿CÓMO ESTÁS?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Low,Indo-European,Arabic,Spanish
18111,"HEJ, HVORDAN HAR DU DET?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,Low,Afro-Asiatic,Latin,Danish
18112,"BONJOUR, COMMENT ÇA VA ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Low,Austroasiatic,Logographic,French
18113," Cm,tec?i saooia",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Low,Altaic,Cyrillic,Italian
18114," кл вааикПер,?едт",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Medium,Afro-Asiatic,Arabic,Russian
18115,でおん気かこに元？ち、すは,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Austroasiatic,Cyrillic,Japanese
18116,"내세게안하 지어 ?요요세,녕떻",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Sino-Tibetan,Devanagari,Korean
18117,"HALLO, WIE GEHT ES DIR?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Medium,Austroasiatic,Logographic,German
18118,"BONJOUR, COMMENT ÇA VA ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,High,Indo-European,Cyrillic,French
18119,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Sino-Tibetan,Cyrillic,Thai
18120,"bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Medium,Indo-European,Hangul,French
18121,"bonjour, comment ça va ?",25,4,4.75,9,11,4,1,2,0,3,1,21,Yes,Yes,Medium,Indo-European,Latin,French
18122,"Hola, ¿cómo estás?",19,3,3.67,7,7,3,1,2,0,2,1,16,Yes,Yes,Medium,Indo-European,Latin,Spanish
18123,吗你好你？，好,9,3,1.67,0,0,3,0,0,0,2,0,9,No,No,Low,Sino-Tibetan,Logographic,Chinese
18124,"Привет, как дела?",21,3,3.67,5,12,3,1,2,0,2,2,19,No,Yes,Medium,Indo-European,Cyrillic,Russian
18125,"Hallo, wie geht es dir?",25,5,3.2,7,13,5,1,2,0,2,1,24,No,Yes,Medium,Indo-European,Latin,German
18126,"Ciao, come stai?",17,3,3.67,6,7,3,1,2,0,2,1,16,No,Yes,Medium,Indo-European,Latin,Italian
18127,こんにちは、お元気ですか？,19,5,2.4,10,4,5,0,0,0,1,0,19,Yes,Yes,Medium,Japonic,Logographic,Japanese
18128,"안녕하세요, 잘 지내세요?",18,4,3.0,8,7,4,0,0,0,2,0,18,No,No,Medium,Koreanic,Hangul,Korean
18129,"nnrb ?lıeshaa,saıM",19,3,4.33,7,7,3,1,2,0,2,1,16,Yes,Yes,Medium,Altaic,Latin,Turkish
18130,"नमस्ते, आप कैसे हैं?",23,4,3.75,9,7,4,1,2,0,2,2,21,Yes,Yes,Medium,Indo-European,Devanagari,Hindi
18131,",ไบเ้ดวง ัปณย?สุสรี่คา็าองน",30,5,3.4,14,11,5,1,2,0,2,1,29,Yes,Yes,Medium,Kra-Dai,Thai,Thai
18132,السلام عليكم، كيف حالك؟,30,4,4.5,12,12,4,1,2,0,2,1,29,Yes,Yes,Medium,Afro-Asiatic,Arabic,Arabic
18133," oêvaolm?Oávc,i o c",18,4,3.25,7,8,4,1,2,0,2,1,17,Yes,Yes,Medium,Indo-European,Latin,Portuguese
18134,"ሰላም, እንዴት ነህ?",17,3,3.67,9,4,3,1,2,0,2,1,16,Yes,Yes,Medium,Afro-Asiatic,Ge'ez,Amharic
18135,"ீரளீ,வ கிந ்மிபஎ்க்் ?ககக்்க்ணுஙற்ளபடஇர",43,4,6.5,21,16,4,1,2,0,2,1,41,Yes,Yes,High,Dravidian,Tamil,Tamil
18136,"ปส งนเบร่าีณอุย็าดไงัว้ส,?ค",30,5,3.4,14,11,5,1,2,0,2,1,29,Yes,Yes,Medium,Kra-Dai,Thai,Thai
18137,"สวัสดี, คุณเป็นอย่างไรบ้าง?",30,5,3.4,14,11,5,1,2,0,2,1,29,Yes,Yes,Medium,Kra-Dai,Thai,Thai
18138,"?деаПитал  еквкр,",21,3,3.67,5,12,3,1,2,0,2,2,19,No,Yes,Medium,Indo-European,Cyrillic,Russian
18139,"CIAO, COME STAI?",17,3,3.67,6,7,3,1,2,0,2,1,16,No,Yes,Medium,Indo-European,Latin,Italian
18140,？你你吗好，好,9,3,1.67,0,0,3,0,0,0,2,0,9,No,No,Low,Sino-Tibetan,Logographic,Chinese
18141,"hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Low,Altaic,Arabic,Spanish
18142,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Logographic,Chinese
18143,"bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Austroasiatic,Cyrillic,French
18144,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Austroasiatic,Devanagari,Portuguese
18145,"g,e lhods atreili H ?ew",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Low,Afro-Asiatic,Logographic,German
18146,"lae sHgoriheewi l,  d?t",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Medium,Afro-Asiatic,Logographic,German
18147,"HOLA, ¿CÓMO ESTÁS?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Altaic,Latin,Spanish
18148,را؟فيمكحل حاكب ,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Sino-Tibetan,Devanagari,Arabic
18149,"HOLA, ¿CÓMO ESTÁS?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Low,Indo-European,Devanagari,Spanish
18150,"ПРИВЕТ, КАК ДЕЛА?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Altaic,Latin,Russian
18151,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Sino-Tibetan,Arabic,Arabic
18152,"HELLO, HOW ARE YOU?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,High,Altaic,Latin,English
18153,"hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,High,Altaic,Cyrillic,German
18154,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Sino-Tibetan,Logographic,Thai
18155,"HOLA, ¿CÓMO ESTÁS?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Low,Afro-Asiatic,Logographic,Spanish
18156,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Altaic,Latin,Arabic
18157,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Medium,Indo-European,Cyrillic,Italian
18158,"HEJ, HVORDAN HAR DU DET?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Low,Afro-Asiatic,Cyrillic,Danish
18159,？你好你好，吗,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Hangul,Chinese
18160,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Altaic,Cyrillic,Chinese
18161,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Hangul,Japanese
18162,่าด้ัสเปรุีสวบง็นณายคองไ,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Austroasiatic,Cyrillic,Thai
18163,んかに？ちはおでこ、す元気,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Sino-Tibetan,Hangul,Japanese
18164," oor? ta çnuvjcaenBmm o,",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Low,Austroasiatic,Devanagari,French
18165,，好？好你吗你,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Logographic,Chinese
18166,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,High,Afro-Asiatic,Latin,Hindi
18167,"hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Medium,Afro-Asiatic,Devanagari,English
18168,"HALLO, WIE GEHT ES DIR?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,High,Afro-Asiatic,Latin,German
18169,"h,n  cheoki  ạk?nhàgỏXôbn",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Low,Austroasiatic,Latin,Vietnamese
18170,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Cyrillic,Chinese
18171,，好？你你吗好,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Arabic,Chinese
18172,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Austroasiatic,Cyrillic,Thai
18173,"्सेहतै ,म ेप नकआ?संै",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Austroasiatic,Hangul,Hindi
18174,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Logographic,Japanese
18175,"bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Low,Austroasiatic,Latin,French
18176,気は元おかす？んにこ、でち,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Altaic,Cyrillic,Japanese
18177,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Medium,Sino-Tibetan,Cyrillic,English
18178,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Sino-Tibetan,Devanagari,Spanish
18179,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Altaic,Devanagari,Chinese
18180,"HALLO, WIE GEHT ES DIR?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Low,Sino-Tibetan,Cyrillic,German
18181,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Altaic,Devanagari,Danish
18182,"CIAO, COME STAI?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Low,Altaic,Cyrillic,Italian
18183,"rohun,a vhH adrddtee j ?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Medium,Altaic,Logographic,Danish
18184,"ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,High,Indo-European,Devanagari,Italian
18185,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Altaic,Latin,Korean
18186,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Afro-Asiatic,Devanagari,Chinese
18187,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,High,Austroasiatic,Hangul,French
18188,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Devanagari,Japanese
18189,"Hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,High,Indo-European,Logographic,Danish
18190,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,High,Afro-Asiatic,Latin,German
18191,"HALLO, WIE GEHT ES DIR?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Austroasiatic,Logographic,German
18192," ct¿Hlsmosaoáe?,ó ",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Low,Indo-European,Devanagari,Spanish
18193,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Indo-European,Latin,Korean
18194,"rheid a?ge  o,lelitwsH ",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Sino-Tibetan,Latin,German
18195,"hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Low,Indo-European,Arabic,Danish
18196,"a?e cós¿mtoHs ,olá",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Altaic,Hangul,Spanish
18197,"oamtncnuoamev   ?j,r Boç",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Low,Altaic,Devanagari,French
18198,"rehHo?luoea wl, yo ",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Altaic,Logographic,English
18199,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Altaic,Latin,Chinese
18200,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Low,Altaic,Logographic,Vietnamese
18201,"rl  iodashge,H?il e ewt",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Austroasiatic,Arabic,German
18202,"е а?твир,лаП кдке",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,High,Afro-Asiatic,Logographic,Russian
18203,"HOLA, ¿CÓMO ESTÁS?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Low,Altaic,Arabic,Spanish
18204,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Austroasiatic,Arabic,Korean
18205,لفك حرحكا؟ي بما,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Altaic,Latin,Arabic
18206,？元でんはこおに気ちす、か,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Altaic,Devanagari,Japanese
18207,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,High,Afro-Asiatic,Logographic,Spanish
18208,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Low,Afro-Asiatic,Arabic,English
18209,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Arabic,Japanese
18210,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Afro-Asiatic,Hangul,Arabic
18211,"ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Indo-European,Devanagari,Italian
18212,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Latin,Japanese
18213," ma,soae?Cio itc",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Sino-Tibetan,Hangul,Italian
18214,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Austroasiatic,Arabic,Vietnamese
18215,بمكر؟لحيا فحك ا,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Indo-European,Hangul,Arabic
18216,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Indo-European,Devanagari,Arabic
18217,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Low,Indo-European,Logographic,Portuguese
18218,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Indo-European,Cyrillic,Korean
18219,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Low,Indo-European,Devanagari,English
18220,"привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Low,Sino-Tibetan,Cyrillic,Russian
18221,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Altaic,Cyrillic,Chinese
18222,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Austroasiatic,Latin,Russian
18223," l,giHdoh  atls?eie wer",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Indo-European,Arabic,German
18224,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Low,Altaic,Cyrillic,Korean
18225,お？元は気ちこにかんで、す,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Sino-Tibetan,Cyrillic,Japanese
18226,"hdao ,drnHju rv d?eha et",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Medium,Sino-Tibetan,Hangul,Danish
18227,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Altaic,Cyrillic,Arabic
18228,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Devanagari,French
18229,"요 어하안?내, 녕게요지떻세세",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Altaic,Devanagari,Korean
18230,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Medium,Indo-European,Arabic,Portuguese
18231,"квдПе?а,р литке а",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Low,Afro-Asiatic,Arabic,Russian
18232,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Altaic,Devanagari,Portuguese
18233,"CIAO, COME STAI?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Low,Indo-European,Logographic,Italian
18234,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Medium,Austroasiatic,Latin,Korean
18235,"bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Medium,Sino-Tibetan,Arabic,French
18236,"bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Low,Indo-European,Latin,French
18237,"кта,вкП и?рееа дл",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Afro-Asiatic,Latin,Russian
18238,"ita,co?e Cais mo",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Sino-Tibetan,Latin,Italian
18239,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,High,Afro-Asiatic,Devanagari,Portuguese
18240,"hdaut ,rhHdadn?o ej rve ",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Medium,Sino-Tibetan,Devanagari,Danish
18241," oloa,uHw rhleye?o ",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Austroasiatic,Latin,English
18242,"hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Austroasiatic,Arabic,German
18243,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Latin,Chinese
18244,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Austroasiatic,Cyrillic,Korean
18245,"hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Low,Sino-Tibetan,Hangul,Spanish
18246,"पह सेम कैस ैंेआत?्,न",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Medium,Austroasiatic,Cyrillic,Hindi
18247,"m¿ásae?osoclH t ,ó",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Medium,Indo-European,Logographic,Spanish
18248,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Low,Austroasiatic,Latin,Vietnamese
18249,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Indo-European,Hangul,Portuguese
18250,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Low,Altaic,Latin,Vietnamese
18251,"HOLA, ¿CÓMO ESTÁS?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Low,Sino-Tibetan,Hangul,Spanish
18252,"내떻요녕요어 안하세?세게, 지",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Afro-Asiatic,Arabic,Korean
18253,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Afro-Asiatic,Arabic,Thai
18254,"HALLO, WIE GEHT ES DIR?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Low,Sino-Tibetan,Devanagari,German
18255,"  vcOtêo,? esolcámáo",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Afro-Asiatic,Latin,Portuguese
18256,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,High,Sino-Tibetan,Logographic,Danish
18257,الب؟كي امحفركح ,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Indo-European,Devanagari,Arabic
18258,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Indo-European,Devanagari,Arabic
18259,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Austroasiatic,Cyrillic,Hindi
18260,"HELLO, HOW ARE YOU?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Indo-European,Latin,English
18261,"hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Altaic,Devanagari,Danish
18262,ち気元おかはす？、にんでこ,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Hangul,Japanese
18263,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Hangul,Chinese
18264,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Low,Indo-European,Hangul,Hindi
18265,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Devanagari,Japanese
18266,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Sino-Tibetan,Arabic,Hindi
18267,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Altaic,Logographic,Hindi
18268,"lH yo eo?olware ,hu",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Medium,Indo-European,Cyrillic,English
18269,"HOLA, ¿CÓMO ESTÁS?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Austroasiatic,Arabic,Spanish
18270,"hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,High,Afro-Asiatic,Arabic,German
18271,こは気ん？元にちおかです、,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Afro-Asiatic,Latin,Japanese
18272,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Austroasiatic,Latin,Portuguese
18273,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Afro-Asiatic,Devanagari,Thai
18274,、かすん気こお元にはでち？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Sino-Tibetan,Arabic,Japanese
18275,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,High,Afro-Asiatic,Arabic,German
18276,吗你，？好你好,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Austroasiatic,Cyrillic,Chinese
18277,"hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Sino-Tibetan,Devanagari,German
18278,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Afro-Asiatic,Arabic,Thai
18279,"hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Afro-Asiatic,Hangul,Spanish
18280,"ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Low,Sino-Tibetan,Logographic,Italian
18281,"hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Medium,Indo-European,Devanagari,Danish
18282,"ПРИВЕТ, КАК ДЕЛА?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Low,Austroasiatic,Logographic,Russian
18283,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,High,Sino-Tibetan,Arabic,Vietnamese
18284,"bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Indo-European,Arabic,French
18285,す、でこちか元おにん気は？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Altaic,Hangul,Japanese
18286,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Austroasiatic,Hangul,Hindi
18287,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Austroasiatic,Devanagari,Thai
18288,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Afro-Asiatic,Devanagari,Japanese
18289,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Austroasiatic,Logographic,Hindi
18290,"hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Low,Sino-Tibetan,Devanagari,Danish
18291,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Medium,Altaic,Latin,Vietnamese
18292,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Indo-European,Devanagari,Arabic
18293,"hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Indo-European,Devanagari,English
18294,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Afro-Asiatic,Devanagari,Vietnamese
18295,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Medium,Indo-European,Devanagari,Italian
18296,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Sino-Tibetan,Logographic,Arabic
18297,"आे ैन ेतसपस्,ै ?महंक",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,High,Altaic,Cyrillic,Hindi
18298,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Low,Indo-European,Devanagari,Vietnamese
18299,"rdH hjuo , e?ravadhtden ",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,High,Altaic,Logographic,Danish
18300,ف؟بل  اكيحكاحمر,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Sino-Tibetan,Devanagari,Arabic
18301,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Austroasiatic,Hangul,Arabic
18302,"HEJ, HVORDAN HAR DU DET?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,High,Sino-Tibetan,Hangul,Danish
18303,"HOLA, ¿CÓMO ESTÁS?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,High,Austroasiatic,Latin,Spanish
