ID,Text Sample,Length,Word Count,Average Word Length,Vowel Count,Consonant Count,Unique Words,Stop Words Count,Special Characters,Digit Count,Punctuation Count,Uppercase Count,Lowercase Count,Has Accents,Has Diacritics,Character Diversity,Language Family,Script Type,Language
1705,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Afro-Asiatic,Cyrillic,Russian
1706,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Indo-European,Logographic,Arabic
1707,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Low,Altaic,Hangul,Vietnamese
1708,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Sino-Tibetan,Logographic,Chinese
1709,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Austroasiatic,Logographic,German
1710,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Low,Sino-Tibetan,Cyrillic,German
1711,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Sino-Tibetan,Logographic,Arabic
1712,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Afro-Asiatic,Cyrillic,French
1713,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,Medium,Afro-Asiatic,Cyrillic,English
1714,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,High,Sino-Tibetan,Arabic,Russian
1715,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Medium,Afro-Asiatic,Logographic,Hindi
1716,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Austroasiatic,Cyrillic,French
1717,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Afro-Asiatic,Devanagari,Spanish
1718,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Medium,Sino-Tibetan,Arabic,Korean
1719,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Afro-Asiatic,Hangul,Vietnamese
1720,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,High,Altaic,Devanagari,Russian
1721,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Sino-Tibetan,Arabic,Korean
1722,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Medium,Altaic,Logographic,Arabic
1723,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Altaic,Latin,Portuguese
1724,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Austroasiatic,Hangul,Hindi
1725,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Sino-Tibetan,Logographic,Chinese
1726,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Medium,Austroasiatic,Cyrillic,Vietnamese
1727,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Austroasiatic,Hangul,Japanese
1728,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Austroasiatic,Latin,Arabic
1729,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Medium,Indo-European,Cyrillic,English
1730,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Indo-European,Devanagari,Thai
1731,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Altaic,Cyrillic,Japanese
1732,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Medium,Indo-European,Arabic,Italian
1733,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Low,Altaic,Arabic,Korean
1734,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,High,Sino-Tibetan,Hangul,German
1735,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Low,Afro-Asiatic,Arabic,English
1736,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Medium,Indo-European,Latin,Korean
1737,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,Medium,Sino-Tibetan,Arabic,Danish
1738,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Medium,Sino-Tibetan,Arabic,English
1739,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Medium,Indo-European,Hangul,Russian
1740,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Altaic,Cyrillic,Arabic
1741,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Low,Altaic,Cyrillic,French
1742,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Altaic,Latin,English
1743,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Sino-Tibetan,Logographic,Arabic
1744,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Medium,Afro-Asiatic,Cyrillic,Portuguese
1745,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Devanagari,Chinese
1746,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Altaic,Logographic,Chinese
1747,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Austroasiatic,Devanagari,Italian
1748,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Austroasiatic,Hangul,French
1749,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Medium,Sino-Tibetan,Devanagari,German
1750,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Medium,Austroasiatic,Logographic,German
1751,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Low,Austroasiatic,Cyrillic,Vietnamese
1752,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Medium,Indo-European,Arabic,Italian
1753,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Indo-European,Devanagari,English
1754,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Medium,Sino-Tibetan,Cyrillic,Hindi
1755,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Austroasiatic,Cyrillic,Portuguese
1756,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Indo-European,Logographic,Hindi
1757,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Sino-Tibetan,Logographic,German
1758,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,High,Indo-European,Arabic,English
1759,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Devanagari,Japanese
1760,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Indo-European,Hangul,Hindi
1761,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Low,Afro-Asiatic,Arabic,Vietnamese
1762,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Low,Indo-European,Logographic,Italian
1763,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Low,Sino-Tibetan,Cyrillic,Vietnamese
1764,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Austroasiatic,Latin,Arabic
1765,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Medium,Indo-European,Arabic,Russian
1766,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Low,Sino-Tibetan,Hangul,French
1767,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Sino-Tibetan,Logographic,Portuguese
1768,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Sino-Tibetan,Cyrillic,Thai
1769,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Medium,Altaic,Cyrillic,Arabic
1770,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Low,Sino-Tibetan,Devanagari,Hindi
1771,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Austroasiatic,Logographic,Portuguese
1772,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Afro-Asiatic,Arabic,Korean
1773,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Sino-Tibetan,Devanagari,Russian
1774,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Altaic,Logographic,Thai
1775,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,High,Afro-Asiatic,Devanagari,Hindi
1776,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Indo-European,Hangul,Portuguese
1777,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,High,Austroasiatic,Arabic,Russian
1778,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Sino-Tibetan,Latin,German
1779,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Medium,Altaic,Devanagari,French
1780,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Sino-Tibetan,Latin,English
1781,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Low,Afro-Asiatic,Latin,French
1782,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Logographic,Chinese
1783,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Low,Indo-European,Hangul,German
1784,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Sino-Tibetan,Devanagari,Portuguese
1785,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Sino-Tibetan,Logographic,Korean
1786,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Afro-Asiatic,Latin,Arabic
1787,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,Medium,Austroasiatic,Hangul,English
1788,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Sino-Tibetan,Logographic,Danish
1789,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Altaic,Devanagari,Spanish
1790,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Medium,Altaic,Arabic,French
1791,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Medium,Sino-Tibetan,Arabic,Italian
1792,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Medium,Altaic,Hangul,German
1793,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Indo-European,Logographic,Korean
1794,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Afro-Asiatic,Cyrillic,Thai
1795,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Indo-European,Logographic,Chinese
1796,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Afro-Asiatic,Arabic,Portuguese
1797,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Medium,Sino-Tibetan,Latin,Danish
1798,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,High,Sino-Tibetan,Cyrillic,Vietnamese
1799,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Indo-European,Cyrillic,Japanese
1800,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Indo-European,Logographic,French
1801,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Sino-Tibetan,Logographic,French
1802,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Altaic,Devanagari,Portuguese
1803,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Cyrillic,Chinese
1804,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Sino-Tibetan,Latin,Korean
1805,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Afro-Asiatic,Arabic,Spanish
1806,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,Medium,Austroasiatic,Arabic,English
1807,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Afro-Asiatic,Latin,Korean
1808,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Indo-European,Cyrillic,Portuguese
1809,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Sino-Tibetan,Cyrillic,Arabic
1810,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Hangul,Chinese
1811,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Latin,Japanese
1812,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Low,Indo-European,Latin,Spanish
1813,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,High,Afro-Asiatic,Latin,Hindi
1814,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,Low,Altaic,Cyrillic,English
1815,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Austroasiatic,Cyrillic,Thai
1816,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Austroasiatic,Logographic,French
1817,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Altaic,Latin,Chinese
1818,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Low,Austroasiatic,Arabic,Spanish
1819,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Altaic,Arabic,Japanese
1820,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Sino-Tibetan,Hangul,Arabic
1821,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,High,Afro-Asiatic,Latin,Vietnamese
1822,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Sino-Tibetan,Hangul,Spanish
1823,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Low,Indo-European,Cyrillic,French
1824,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Medium,Altaic,Devanagari,German
1825,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Sino-Tibetan,Logographic,Thai
1826,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Altaic,Devanagari,Korean
1827,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Afro-Asiatic,Logographic,Arabic
1828,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Low,Indo-European,Latin,Italian
1829,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Afro-Asiatic,Latin,Japanese
1830,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Indo-European,Arabic,Spanish
1831,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,High,Altaic,Cyrillic,Russian
1832,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Indo-European,Latin,Vietnamese
1833,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,High,Austroasiatic,Cyrillic,Portuguese
1834,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Afro-Asiatic,Latin,Korean
1835,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Low,Altaic,Devanagari,Italian
1836,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Medium,Altaic,Logographic,French
1837,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Indo-European,Latin,Hindi
1838,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Medium,Afro-Asiatic,Devanagari,Hindi
1839,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Low,Austroasiatic,Latin,Russian
1840,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Medium,Sino-Tibetan,Arabic,Korean
1841,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Medium,Indo-European,Latin,French
1842,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Low,Altaic,Devanagari,Italian
1843,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Medium,Altaic,Cyrillic,Italian
1844,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,High,Austroasiatic,Logographic,Portuguese
1845,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Low,Sino-Tibetan,Devanagari,Russian
1846,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Sino-Tibetan,Hangul,Korean
1847,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Low,Altaic,Hangul,English
1848,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,High,Austroasiatic,Logographic,Portuguese
1849,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Austroasiatic,Devanagari,French
1850,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,High,Altaic,Arabic,German
1851,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,Low,Afro-Asiatic,Latin,English
1852,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Sino-Tibetan,Devanagari,Arabic
1853,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Indo-European,Latin,Hindi
1854,"Hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Medium,Afro-Asiatic,Cyrillic,Danish
1855,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Afro-Asiatic,Hangul,Arabic
1856,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Sino-Tibetan,Hangul,Spanish
1857,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Medium,Afro-Asiatic,Arabic,Arabic
1858,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,High,Afro-Asiatic,Devanagari,English
1859,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Low,Afro-Asiatic,Latin,Spanish
1860,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Indo-European,Hangul,Danish
1861,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Afro-Asiatic,Devanagari,Thai
1862,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,High,Altaic,Devanagari,Vietnamese
1863,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Afro-Asiatic,Cyrillic,English
1864,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,High,Afro-Asiatic,Arabic,Portuguese
1865,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,High,Altaic,Logographic,Spanish
1866,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,Medium,Sino-Tibetan,Arabic,English
1867,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Low,Sino-Tibetan,Devanagari,French
1868,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Low,Indo-European,Cyrillic,Hindi
1869,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Austroasiatic,Arabic,Arabic
1870,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Low,Austroasiatic,Devanagari,Danish
1871,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Altaic,Cyrillic,Arabic
1872,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Indo-European,Hangul,Thai
1873,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Medium,Sino-Tibetan,Latin,Italian
1874,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,High,Austroasiatic,Cyrillic,Danish
1875,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Austroasiatic,Devanagari,Thai
1876,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Low,Austroasiatic,Logographic,Spanish
1877,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Sino-Tibetan,Devanagari,Chinese
1878,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Indo-European,Hangul,Italian
1879,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,High,Austroasiatic,Latin,English
1880,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Austroasiatic,Latin,Hindi
1881,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Indo-European,Latin,Thai
1882,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Medium,Sino-Tibetan,Hangul,French
1883,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Austroasiatic,Devanagari,Italian
1884,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,High,Indo-European,Hangul,English
1885,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Logographic,Japanese
1886,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Low,Indo-European,Devanagari,Vietnamese
1887,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Indo-European,Latin,Vietnamese
1888,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Afro-Asiatic,Cyrillic,Chinese
1889,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Medium,Afro-Asiatic,Hangul,Italian
1890,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Medium,Altaic,Logographic,Vietnamese
1891,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Medium,Afro-Asiatic,Devanagari,German
1892,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Indo-European,Logographic,Japanese
1893,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Low,Sino-Tibetan,Latin,Italian
1894,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Austroasiatic,Logographic,Japanese
1895,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,High,Afro-Asiatic,Hangul,German
1896,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Altaic,Hangul,Portuguese
1897,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Cyrillic,Chinese
1898,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Austroasiatic,Devanagari,Danish
1899,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Sino-Tibetan,Devanagari,Arabic
1900,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Afro-Asiatic,Logographic,Hindi
1901,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Austroasiatic,Devanagari,Spanish
1902,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Latin,Japanese
1903,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Logographic,Japanese
1904,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Altaic,Hangul,Thai
1905,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,High,Sino-Tibetan,Hangul,Hindi
1906,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Afro-Asiatic,Hangul,Thai
